user_id,item_id
10,232
10,324
10,3702
10,2078
10,1852
10,9605
10,7276
10,114
10,46
10,586
10,1314
10,4056
10,7793
10,210
10,2106
10,377
10,4095
10,687
10,235
10,81
10,365
10,1034
10,689
10,8174
10,190
10,466
10,472
10,198
10,4230
10,5647
10,661
10,947
10,353
10,918
10,100
10,594
10,216
10,4993
10,409
10,80
10,86
10,153
10,180
10,37
10,56
10,452
10,177
10,113
10,406
10,371
10,64
10,404
10,149
10,118
10,66
10,9716
10,4079
10,1255
10,662
10,8949
10,9482
10,6834
10,3047
10,7268
10,44
10,173
10,2116
10,120
10,3
10,139
10,15
10,97
10,5929
10,2212
10,1718
10,7353
10,30
10,45
10,2319
10,2649
10,1639
10,882
10,178
10,2533
10,6545
10,1316
10,676
10,6190
10,1612
10,99
10,39
10,1805
10,2283
10,290
10,5418
10,7457
10,924
10,1004
10,212
10,47
10,49
10,14
14,7
14,1
14,4
14,100
14,3
14,23
14,10
14,26
14,17
14,20
14,64
14,12
14,32
14,25
14,2902
14,229
14,9
14,75
14,470
14,482
14,2338
14,708
14,166
14,360
14,325
14,86
14,303
14,99
14,305
14,336
14,91
14,886
14,118
14,309
14,464
14,8439
14,70
14,1328
14,794
14,2192
14,3001
14,240
14,4042
14,147
14,67
14,1143
14,940
14,781
14,1992
14,1216
14,2346
14,7259
14,9362
14,687
14,3339
14,13
14,549
14,114
14,8841
14,343
14,170
14,35
14,942
14,6643
14,54
14,5949
14,681
14,2050
14,1041
14,1377
14,2896
14,431
14,185
14,2
14,48
14,51
14,1380
14,416
14,6819
14,2619
14,8044
14,5624
14,2660
14,30
14,8
14,1038
14,695
14,634
14,483
14,1644
14,24
14,424
14,222
14,917
14,1136
17,571
17,3565
17,2583
17,556
17,1101
17,343
17,3550
17,59
17,100
17,371
17,942
17,1922
17,2614
17,4053
17,661
17,2769
17,9286
17,12
17,118
17,1543
17,425
17,3218
17,54
17,47
17,64
17,404
17,3067
17,3201
17,7537
17,7253
17,8328
17,129
17,3236
17,912
17,281
17,91
17,407
17,227
17,25
17,4
17,120
17,10
17,2033
17,8584
17,7291
17,3596
17,882
17,8691
17,2746
17,545
17,732
17,475
17,918
17,1132
17,1175
17,5122
17,8445
17,5776
17,288
17,6
17,2297
17,1095
17,2014
17,1152
17,296
17,2171
17,1703
17,1073
17,2097
17,3599
17,3132
17,2551
17,4516
17,5329
17,7337
17,9971
17,2922
17,3882
17,4978
17,1293
17,8
17,742
17,2690
17,3
17,7
17,575
17,13
17,5394
17,3253
17,6807
17,4971
17,663
17,3781
17,45
17,947
17,8381
17,1155
17,3585
17,533
17,2
17,48
17,51
17,55
17,1004
17,4613
17,3035
17,774
21,263
21,283
21,349
21,7637
21,441
21,1141
21,3424
21,175
21,348
21,231
21,1588
21,1899
21,669
21,1497
21,738
21,487
21,864
21,1986
21,2351
21,167
21,3313
21,47
21,2672
21,8
21,1235
21,288
21,4809
21,449
21,2297
21,407
21,686
21,597
21,3277
21,3297
21,1017
21,2668
21,1245
21,2298
21,2381
21,6577
21,7315
21,8511
21,8213
21,2425
21,1379
21,632
21,44
21,4884
21,890
21,3643
21,950
21,1317
21,3559
21,166
21,118
21,428
21,8034
21,981
21,1861
21,4730
21,7629
21,8141
21,6012
21,3550
21,1123
21,7613
21,8301
21,9574
21,1527
21,3091
21,34
21,2824
21,3173
21,1426
21,9525
21,3600
21,1152
21,814
21,45
21,5253
21,7567
21,665
21,2673
21,5574
21,928
21,1359
21,61
21,8489
21,367
21,1338
21,191
21,2
21,1478
21,1714
21,9233
21,5929
21,702
21,366
21,6554
21,440
21,4453
21,756
21,2034
21,3543
21,959
21,987
21,0
21,306
21,7104
21,3511
21,1443
21,187
21,9210
21,3177
21,8111
21,1658
21,3133
21,2484
23,377
23,322
23,99
23,1143
23,1751
23,859
23,2187
23,1030
23,2303
23,7769
23,2141
23,4148
23,232
23,947
23,1935
23,2737
23,2585
23,1969
23,482
23,1328
23,7408
23,8
23,325
23,25
23,32
23,288
23,661
23,147
23,135
23,77
23,1638
23,185
23,397
23,59
23,2319
23,657
23,740
23,7
23,1
23,22
23,23
23,20
23,26
23,17
23,3309
23,118
23,882
23,227
23,10
23,1805
23,280
23,7867
23,79
23,3399
23,4604
23,4982
23,1596
23,452
23,2756
23,324
23,3
23,14
23,371
23,6172
23,717
23,260
23,3487
23,3141
23,766
23,1420
23,400
23,3125
23,3249
23,315
23,1020
23,894
23,24
23,4871
23,2874
23,2028
23,5326
23,161
23,81
23,272
23,1249
23,211
23,235
23,9
23,30
23,29
23,230
23,15
23,37
23,337
23,4
23,940
23,455
23,6534
23,7261
23,6437
23,3915
23,6017
23,263
23,63
23,155
23,464
23,42
23,31
23,529
23,267
23,74
23,2670
23,309
23,64
23,75
23,65
23,305
23,884
23,141
23,93
23,151
23,1102
23,556
23,603
23,171
23,1560
24,13
24,8335
24,652
24,5373
24,871
24,8948
24,976
24,4601
24,7276
24,5729
24,482
24,4530
24,57
24,3
24,12
24,2338
24,5939
24,64
24,2974
24,5243
24,8454
24,8554
24,2901
24,1662
24,394
24,3902
24,661
24,9663
24,708
24,9459
24,9007
24,9857
24,9605
24,7
24,79
24,605
24,277
24,157
24,7484
24,8587
24,5910
24,1205
24,6159
24,8804
24,8877
24,9472
24,8945
24,49
24,4861
24,785
24,93
24,628
24,34
24,3397
24,131
24,8588
24,377
24,396
27,3503
27,2614
27,6194
27,59
27,25
27,3249
27,7378
27,1379
27,352
27,573
27,1420
27,114
27,56
27,4
27,263
27,35
27,7
27,100
27,112
27,116
27,3
27,371
27,130
27,183
27,101
27,21
27,717
27,1922
27,942
27,237
27,494
27,1089
27,652
27,5544
27,736
27,661
27,856
27,9973
27,740
27,4871
27,1298
27,2024
27,4315
27,103
27,45
27,866
27,126
27,34
27,212
27,2003
27,94
27,49
27,522
27,9742
27,673
27,5965
27,8
27,1401
27,660
27,382
27,27
27,120
27,2303
27,80
27,232
27,1597
27,99
27,1020
27,300
27,4012
27,413
27,255
27,58
27,353
27,3702
27,110
27,726
27,1309
27,2448
27,1484
27,241
27,1857
27,265
27,1378
27,1259
27,2011
27,2183
27,3828
27,83
27,1979
27,128
27,1010
27,1159
27,10
27,475
27,30
27,1343
27,454
27,7000
27,466
27,722
27,46
27,4161
27,235
27,4138
27,0
27,19
27,16
27,327
27,3334
27,215
27,63
27,330
27,2402
27,533
27,1000
27,123
27,29
31,237
31,549
31,2356
31,757
31,100
31,343
31,2614
31,9623
31,244
31,149
31,25
31,8
31,65
31,2301
31,1271
31,2620
31,1
31,397
31,847
31,3978
31,235
31,141
31,305
31,121
31,4316
31,2191
31,41
31,113
31,131
31,21
31,4
31,7
31,6416
31,575
31,430
31,6
31,4681
31,1216
31,605
31,84
31,157
31,372
31,415
31,49
31,31
31,1382
31,573
31,178
31,13
31,32
31,74
31,135
31,3996
31,4094
31,1130
31,9933
31,2014
31,58
31,856
31,101
31,159
31,529
31,124
31,320
31,137
31,386
31,530
31,732
31,2474
31,1020
31,126
31,210
31,153
31,620
31,2214
31,998
31,1824
31,5905
31,39
31,28
31,528
31,1059
31,537
31,4417
31,624
31,44
31,204
31,277
31,695
31,897
31,1532
31,89
31,92
31,409
31,78
31,99
31,203
31,559
31,7338
31,4393
31,56
31,942
31,88
31,45
31,9
31,118
31,315
31,371
31,8044
31,6176
31,1999
31,709
31,37
31,8723
31,110
31,2454
31,3545
31,30
31,0
31,16
31,19
28,26
28,20
28,1
28,23
28,3
28,2728
28,484
28,1105
28,6574
28,36
28,601
28,331
28,291
28,346
28,640
28,541
28,426
28,1579
28,2341
28,8610
28,4070
28,1520
28,2365
28,6819
28,1254
28,212
28,5385
28,1457
28,1185
28,1678
28,183
28,372
28,1372
28,576
28,102
28,6172
28,75
28,559
28,529
28,47
28,93
28,1238
28,2418
28,5698
28,1382
28,2596
28,66
28,141
28,340
28,8866
28,356
28,197
28,1279
28,823
28,78
28,871
28,9280
28,116
28,3255
28,478
28,386
28,575
28,24
28,680
28,1093
28,92
28,79
28,18
28,22
28,17
28,4484
28,460
28,777
28,3929
28,9303
28,7621
28,854
28,154
28,160
28,1852
28,498
28,6254
28,1948
28,1132
28,589
28,3019
28,2874
28,9907
28,244
28,6635
28,39
28,44
28,15
28,97
28,139
28,215
33,497
33,370
33,1517
33,9587
33,161
33,2673
33,2619
33,88
33,8994
33,423
33,404
33,2176
33,610
33,2208
33,1321
33,1311
33,9
33,390
33,441
33,407
33,957
33,5325
33,5100
33,295
33,739
33,1656
33,120
33,69
33,231
33,9307
33,5829
33,546
33,3202
33,399
33,3940
33,1009
33,936
33,569
33,59
33,167
33,171
33,545
33,3922
33,359
33,42
33,58
33,665
33,2615
33,519
33,3825
33,3062
33,737
33,2097
33,64
33,296
33,125
33,12
33,3963
33,61
33,3727
33,652
33,1986
33,1154
33,435
33,1207
33,966
33,555
33,484
33,1281
33,7253
33,5733
33,8672
33,470
33,6923
33,5305
33,3313
33,815
33,1198
33,3671
33,4573
33,118
33,1478
33,2517
33,319
33,2447
33,2630
33,2492
33,2406
33,571
33,1404
33,7933
33,2526
33,134
33,164
33,187
33,109
33,637
33,1367
33,1342
39,689
39,178
39,1183
39,4
39,3122
39,1311
39,435
39,31
39,9
39,3
39,12
39,494
39,482
39,100
39,343
39,658
39,62
39,586
39,248
39,121
39,794
39,7
39,25
39,1
39,23
39,20
39,26
39,17
39,13
39,10
39,114
39,27
39,59
39,22
39,112
39,65
39,856
39,2014
39,67
39,24
39,211
39,4417
39,3091
39,1581
39,1671
39,2629
39,39
39,3295
39,1391
39,4613
39,3554
39,3984
39,80
39,0
39,105
39,2448
39,216
39,138
39,923
39,289
39,637
39,15
39,2706
39,7238
39,14
39,41
39,3140
39,1189
39,653
39,35
39,4139
39,5697
39,5145
39,29
39,46
39,4019
39,406
39,5121
39,189
39,1556
39,3424
39,1000
39,894
39,11
39,1306
39,2070
39,5708
39,6113
39,770
39,1008
39,806
39,2798
39,284
39,5
39,319
39,6989
39,1865
39,145
39,3323
39,930
39,800
39,351
39,4450
39,457
39,261
39,569
39,3960
39,377
39,87
39,437
39,234
39,111
39,8165
39,60
39,667
39,1911
39,4600
39,672
39,1186
39,2534
39,1173
39,3293
39,3721
39,2334
39,1219
39,8104
39,5662
30,742
30,1152
30,2033
30,2922
30,3035
30,4978
30,4030
30,3882
30,38
30,164
30,134
30,109
30,597
30,1017
30,3277
30,3297
30,1245
30,2668
30,2381
30,2298
30,1
30,23
30,20
30,26
30,22
30,17
30,1298
30,4315
30,3427
30,4454
30,69
30,359
30,495
30,2405
30,2046
30,2964
30,805
30,1052
30,611
30,935
30,1260
30,724
30,231
30,167
30,914
30,7521
30,288
30,2872
30,12
30,13
30,27
30,498
30,2050
30,1867
30,349
30,2014
30,31
30,286
30,993
30,1655
30,5657
30,7666
30,74
30,32
30,2614
30,271
30,270
30,2600
30,5099
30,5562
30,135
30,100
30,54
30,371
30,238
30,429
30,1914
30,45
30,114
30,1282
30,556
30,533
30,519
30,267
30,1309
30,196
30,526
30,562
30,557
30,630
30,46
30,1963
30,2422
30,466
30,272
30,121
30,30
30,1237
30,718
30,743
30,194
30,311
30,3267
30,1463
30,230
30,1135
30,2313
30,2101
30,656
30,522
30,6633
30,1318
30,105
30,0
30,1530
30,3441
30,2411
30,166
30,187
42,7
42,100
42,708
42,425
42,764
42,4864
42,377
42,2966
42,170
42,2338
42,2856
42,703
42,9721
42,394
42,3
42,406
42,3450
42,854
42,529
42,25
42,10
42,17
42,44
42,661
42,5205
42,8473
42,400
42,687
42,1842
42,549
42,1059
42,9713
42,1093
42,232
42,93
42,658
42,894
42,3209
42,1020
42,255
42,533
42,2088
42,560
42,8877
42,3554
42,315
42,1054
42,1153
42,1737
42,1682
42,656
42,513
42,515
42,967
42,3750
42,4116
42,815
42,105
42,0
42,9110
42,5145
42,16
42,19
42,4138
42,1872
42,6011
42,6316
42,537
42,923
42,8653
42,8432
42,1029
42,696
42,2830
42,1318
42,1010
42,5525
42,207
42,5406
42,319
42,1306
42,29
42,882
42,5461
42,5708
42,1241
42,435
42,120
42,519
42,8445
42,672
42,3185
42,1969
42,1194
42,114
42,267
42,1882
42,8064
42,1564
42,6326
42,982
48,866
48,1842
48,1281
48,1132
48,377
48,4837
48,121
48,4472
48,1448
48,4972
48,661
48,1391
48,4393
48,7250
48,232
48,216
48,45
48,657
48,39
48,211
48,2028
48,272
48,66
48,264
48,3295
48,1508
48,3091
48,103
48,3645
48,4
48,77
48,269
48,515
48,32
48,1805
48,65
48,7
48,1738
48,100
48,12
48,44
48,25
48,3
48,400
48,129
48,466
48,6048
48,56
48,8723
48,1891
48,1682
48,1230
48,1348
48,2232
48,819
48,7270
48,177
48,656
48,248
48,149
48,838
48,9186
48,929
48,2615
48,6817
48,931
48,194
48,1170
48,6277
48,1254
48,394
48,126
48,176
48,752
48,2109
48,3931
48,4060
48,4738
48,8675
48,2583
48,5703
48,21
48,54
48,3763
48,3629
48,6943
48,8488
48,2106
48,352
48,413
48,1309
48,1614
48,9587
48,15
48,3678
48,30
48,267
48,472
48,1135
48,141
48,7602
48,1059
48,8448
48,1756
48,8336
48,0
48,97
48,1255
48,4080
48,3201
48,1073
48,6272
48,2448
48,289
48,337
48,105
48,653
48,1004
48,1639
48,9263
48,2116
48,1008
48,145
48,6957
48,930
48,493
48,1241
48,1237
48,667
48,1384
48,5953
45,267
45,482
45,1740
45,671
45,1409
45,2234
45,7990
45,3228
45,5857
45,9468
45,8214
45,7207
45,7618
45,5040
45,6683
45,670
45,5664
45,6511
45,5504
45,4239
45,9115
45,9493
45,7747
45,5114
45,7680
45,5860
45,8867
45,6077
45,6500
45,6210
45,7606
45,7005
45,8155
45,6086
45,3751
45,6211
45,199
45,1057
45,4727
45,929
45,1714
45,15
45,97
45,139
45,7102
45,2619
45,0
45,16
45,819
45,656
45,405
45,491
45,3804
45,69
45,1023
45,19
45,800
45,981
45,413
45,1183
45,1737
45,6934
45,856
45,1049
45,2300
45,2440
45,905
45,2952
45,105
45,38
45,109
45,381
45,3009
45,67
45,184
45,1189
45,125
45,6926
45,3877
45,2765
45,2128
45,1659
45,1956
45,2636
45,7832
45,29
45,378
45,11
45,992
45,68
45,249
45,5960
45,2515
45,319
45,111
45,7007
45,238
45,189
45,5534
45,534
45,4090
45,3179
45,1940
45,5353
45,8996
45,3646
45,1473
45,145
45,5640
45,690
45,288
45,1008
45,1795
45,90
45,1981
45,4789
45,284
49,216
49,25
49,2463
49,365
49,586
49,7500
49,3108
49,61
49,367
49,479
49,399
49,3883
49,1002
49,2535
49,208
49,1380
49,3523
49,4682
49,5346
49,69
49,491
49,837
49,1212
49,125
49,3005
49,53
49,598
49,750
49,1013
49,1041
49,1726
49,1331
49,7186
49,5071
49,652
49,882
49,1
49,24
49,17
49,23
49,26
49,20
49,22
49,1285
49,468
49,1223
49,4267
49,4685
49,6815
49,2106
49,681
49,515
49,1872
49,3424
49,9859
49,766
49,2896
49,4417
49,8044
49,4393
49,121
49,519
49,379
49,4754
49,1998
49,4792
49,100
49,343
49,371
49,942
49,533
49,2614
49,267
49,819
49,6363
49,44
49,452
49,947
49,466
49,549
49,2356
49,103
49,814
49,1318
49,7650
49,9190
49,8531
49,5982
49,2123
49,275
49,431
49,190
49,166
49,321
49,376
49,665
49,765
49,7521
49,126
49,210
49,192
49,703
49,311
49,141
52,269
52,13
52,34
52,79
52,129
52,652
52,1663
52,212
52,314
52,4861
52,65
52,6194
52,2026
52,785
52,4601
52,8335
52,488
52,124
52,25
52,2301
52,8881
52,713
52,360
52,159
52,84
52,277
52,8945
52,7
52,6159
52,3378
52,4067
52,8454
52,12
52,1205
52,377
52,2715
52,161
52,605
52,170
52,42
52,62
52,2096
52,179
52,471
52,322
52,6920
52,115
54,211
54,3140
54,1543
54,7461
54,2050
54,263
54,396
54,652
54,519
54,42
54,216
54,2012
54,1927
54,894
54,5149
54,6643
54,4428
54,80
54,3645
54,178
54,99
54,5256
54,515
54,482
54,708
54,300
54,1391
54,59
54,10
54,3411
54,66
54,2232
54,248
54,64
54,2028
54,8231
54,2896
54,549
54,6635
54,533
54,1311
54,343
54,100
54,371
54,942
54,12
54,467
54,114
54,880
54,4417
54,3416
54,1641
54,4
54,7
54,27
54,120
54,159
54,93
54,7007
54,4613
54,466
54,425
54,4054
54,586
54,657
54,2246
54,305
54,56
54,303
54,2313
54,573
54,1977
54,3855
54,237
54,1569
54,172
54,130
54,137
54,409
54,3
54,1059
54,1101
54,1855
54,6499
54,2913
54,3554
54,377
54,1083
54,1271
54,53
54,1887
54,267
54,507
54,1780
54,569
54,26
54,20
54,22
54,23
54,17
54,1
54,192
54,604
54,1020
54,286
54,2420
54,4136
54,1521
54,15
54,800
54,3295
54,2626
54,105
54,16
54,483
54,653
54,139
54,97
54,30
54,0
54,19
54,2448
54,774
54,1135
54,123
57,25
57,57
57,17
57,13
57,1
57,652
57,4
57,12
57,23
57,20
57,26
57,9
57,10
57,64
57,8335
57,2715
57,7638
57,940
57,4639
57,176
57,79
57,4067
57,269
57,8945
57,65
57,147
57,5550
57,188
57,884
57,310
57,2901
57,1205
57,6920
57,2301
57,628
57,42
57,6382
57,377
57,5729
57,8881
57,24
57,66
57,21
57,5993
57,4196
57,157
57,62
57,957
57,124
57,7
57,717
57,1040
57,3518
57,113
57,3
57,9861
57,7574
57,590
57,663
57,6
57,38
57,267
57,7226
57,4691
57,5932
57,1659
57,2379
57,455
57,444
57,0
57,249
57,1039
57,9459
57,4865
57,8546
57,559
57,317
57,278
57,60
57,701
60,10
60,32
60,25
60,1
60,23
60,20
60,26
60,17
60,56
60,272
60,3637
60,460
60,549
60,45
60,6326
60,656
60,3455
60,2106
60,39
60,81
60,815
60,143
60,123
60,395
60,0
60,16
60,19
60,15
60,97
60,139
60,61
60,367
60,479
60,1795
60,637
60,69
60,984
60,900
60,290
60,661
60,207
60,3061
60,929
60,736
60,166
60,5126
60,3432
60,37
60,99
60,110
60,27
60,41
60,14
60,126
60,44
60,52
60,117
60,255
60,232
60,63
60,80
60,254
60,24
60,267
60,185
60,40
60,253
60,150
60,158
60,213
60,174
60,162
60,369
60,2018
60,149
60,137
60,196
60,313
60,1390
60,2194
60,178
60,113
60,92
60,406
60,545
60,1639
60,22
60,819
60,687
60,968
60,526
60,557
60,562
60,630
60,651
60,623
60,723
60,870
60,747
60,3267
60,36
60,537
60,475
60,244
60,732
60,84
60,576
60,4236
60,331
60,541
60,4
60,62
60,293
60,908
60,427
60,29
60,1053
60,2206
60,252
60,118
60,3587
60,1194
60,8721
60,1172
60,5775
60,457
60,2117
60,142
60,1048
60,472
60,125
60,341
60,696
60,1163
60,6
60,9
60,38
61,571
61,170
61,1040
61,700
61,717
61,3868
61,22
61,9631
61,12
61,5274
61,3
61,652
61,729
61,556
61,195
61,44
61,882
61,6807
61,5729
61,950
61,54
61,426
61,4
61,7078
61,2925
61,853
61,7168
61,5477
61,7
61,8624
61,634
61,1644
61,13
61,176
61,9644
61,3211
61,483
61,827
61,628
61,1583
61,103
61,20
61,2450
61,886
61,2001
61,193
61,815
61,613
61,473
61,25
61,34
61,62
61,172
61,322
61,4099
61,17
61,177
61,1083
61,94
61,6920
61,929
61,8695
61,2463
61,23
61,2769
61,1185
61,1134
61,21
61,9077
61,484
61,3378
61,656
61,5880
61,128
61,118
61,59
61,171
61,70
61,1543
61,137
61,2256
61,24
61,8006
61,389
61,267
61,455
61,1
61,8881
61,57
61,6480
61,1623
61,42
61,161
61,958
61,93
61,79
61,814
61,466
61,386
61,2010
61,3105
61,2543
61,7562
61,269
61,9190
61,6103
61,3209
61,2246
64,160
64,179
64,128
64,154
64,212
64,7
64,4
64,25
64,1
64,23
64,20
64,26
64,13
64,17
64,54
64,57
64,31
64,2040
64,952
64,175
64,935
64,1052
64,611
64,231
64,304
64,805
64,555
64,3140
64,6282
64,286
64,8804
64,283
64,195
64,159
64,129
64,1363
64,27
64,86
64,35
64,153
64,124
64,28
64,263
64,1054
64,4467
64,2439
64,161
64,166
64,9
64,404
64,8174
64,487
64,79
64,22
64,24
64,89
64,1443
64,1388
64,1123
64,575
64,902
64,2171
64,116
64,211
64,878
64,49
64,277
64,4861
64,84
64,2503
64,3941
64,8213
64,3994
64,453
64,8664
64,156
64,357
64,250
64,390
64,797
64,363
64,3273
64,3046
64,2094
64,4876
64,5445
64,6333
64,295
64,928
64,3132
64,1644
64,665
64,81
64,10
64,6
64,254
64,247
64,803
64,78
64,645
64,12
64,176
64,172
64,47
64,349
64,7185
64,42
65,9
65,75
65,1
65,34
65,628
65,2901
65,79
65,4605
65,668
65,652
65,488
65,827
65,785
65,84
65,277
65,2715
65,17
65,8
65,271
65,605
65,1205
65,634
65,2162
65,7682
65,4474
65,5729
65,708
65,4601
65,4283
65,9753
65,3642
65,137
65,898
65,6069
65,232
65,4067
65,8335
65,208
65,179
65,8877
65,4861
65,7638
65,4159
65,5008
65,212
65,129
65,3397
65,23
65,3518
65,1864
65,4893
65,854
65,7754
65,1623
65,777
65,108
65,5197
65,8791
65,8151
65,396
65,9472
65,4973
65,9857
65,1040
65,5243
65,8454
65,314
65,161
53,80
53,198
53,10
53,216
53,86
53,25
53,377
53,309
53,382
53,121
53,110
53,1004
53,224
53,37
53,248
53,93
53,8079
53,2545
53,63
53,39
53,327
53,32
53,305
53,325
53,210
53,126
53,736
53,6028
53,24
53,1020
53,4389
53,237
53,185
53,1536
53,1887
53,66
53,1100
53,1237
53,397
53,508
53,2
53,907
53,4359
53,5154
53,410
53,859
53,3911
53,255
53,1309
53,1051
53,4079
53,30
53,48
53,51
53,55
53,494
53,929
53,56
53,537
53,691
53,114
53,271
53,709
53,413
53,1556
53,21
53,1082
53,753
53,15
53,2629
53,97
53,139
53,3037
53,1106
53,0
53,16
53,19
53,230
53,2440
53,290
53,215
53,395
53,972
53,8369
53,45
53,5533
53,6551
53,1405
53,105
53,5448
53,46
53,123
53,824
53,5011
53,339
53,7033
53,1299
53,3441
53,29
53,5
53,155
53,358
53,99
53,11
53,147
53,235
53,2855
53,319
53,8938
53,2716
53,142
53,111
53,60
53,3129
53,1186
53,873
53,4122
53,2534
53,3293
55,2678
55,7007
55,2283
55,303
55,1691
55,1887
55,815
55,1020
55,1029
55,923
55,289
55,8845
55,216
